danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track.name,primary_artist
0.63,0.578,10,-8.544,1,0.0256,0.304,0.206,0.116,0.474,106.675,audio_features,1UGpePwP16ZRiGaVuTVo2O,spotify:track:1UGpePwP16ZRiGaVuTVo2O,https://api.spotify.com/v1/tracks/1UGpePwP16ZRiGaVuTVo2O,https://api.spotify.com/v1/audio-analysis/1UGpePwP16ZRiGaVuTVo2O,306760,4,Mythological Beauty,Big Thief
0.633,0.161,10,-12.892,1,0.0613,0.83,9.9e-5,0.263,0.546,132.57,audio_features,3HFBqhotJeEKHJzMEW31jZ,spotify:track:3HFBqhotJeEKHJzMEW31jZ,https://api.spotify.com/v1/tracks/3HFBqhotJeEKHJzMEW31jZ,https://api.spotify.com/v1/audio-analysis/3HFBqhotJeEKHJzMEW31jZ,295454,4,Change,Big Thief
0.737,0.629,7,-6.331,1,0.287,0.0662,1.29e-5,0.513,0.581,94.997,audio_features,5W2s4S60GoNsUthU51aUb8,spotify:track:5W2s4S60GoNsUthU51aUb8,https://api.spotify.com/v1/tracks/5W2s4S60GoNsUthU51aUb8,https://api.spotify.com/v1/audio-analysis/5W2s4S60GoNsUthU51aUb8,220040,4,papi bones (feat. shygirl),FKA twigs
0.81,0.697,9,-6.179,0,0.399,0.534,0.0127,0.0751,0.435,110.996,audio_features,6kZsTttxl7h4BLGSRWQnTp,spotify:track:6kZsTttxl7h4BLGSRWQnTp,https://api.spotify.com/v1/tracks/6kZsTttxl7h4BLGSRWQnTp,https://api.spotify.com/v1/audio-analysis/6kZsTttxl7h4BLGSRWQnTp,201520,4,honda (feat. pa salieu),FKA twigs
0.639,0.819,5,-5.951,0,0.136,0.0221,6.2e-5,0.106,0.389,194.038,audio_features,29lLqXN6gPZv4Ol92YmkRn,spotify:track:29lLqXN6gPZv4Ol92YmkRn,https://api.spotify.com/v1/tracks/29lLqXN6gPZv4Ol92YmkRn,https://api.spotify.com/v1/audio-analysis/29lLqXN6gPZv4Ol92YmkRn,130472,4,Kisé,Lous and The Yakuza
0.561,0.81,5,-6.999,0,0.216,0.801,0,0.0777,0.134,91.662,audio_features,1GmIFHYT3N2V3G0MoYhEil,spotify:track:1GmIFHYT3N2V3G0MoYhEil,https://api.spotify.com/v1/tracks/1GmIFHYT3N2V3G0MoYhEil,https://api.spotify.com/v1/audio-analysis/1GmIFHYT3N2V3G0MoYhEil,241240,4,Melt Session #1 [Feat. Robert Glasper],Denzel Curry
0.827,0.768,0,-5.702,1,0.265,0.79,2.45e-5,0.497,0.734,99.988,audio_features,2J3oaXTqKjGGHCOQLeBnBA,spotify:track:2J3oaXTqKjGGHCOQLeBnBA,https://api.spotify.com/v1/tracks/2J3oaXTqKjGGHCOQLeBnBA,https://api.spotify.com/v1/audio-analysis/2J3oaXTqKjGGHCOQLeBnBA,137533,4,SAOKO,ROSALÍA
0.766,0.295,0,-7.893,0,0.0464,0.947,4.44e-5,0.119,0.805,136.016,audio_features,6Y46tOTRhkBamosyuWa6YX,spotify:track:6Y46tOTRhkBamosyuWa6YX,https://api.spotify.com/v1/tracks/6Y46tOTRhkBamosyuWa6YX,https://api.spotify.com/v1/audio-analysis/6Y46tOTRhkBamosyuWa6YX,188107,4,LA FAMA,ROSALÍA
0.703,0.578,1,-9.103,1,0.0728,0.446,0.0024,0.102,0.67,105.204,audio_features,2FwDApgXk91kXvqy2oB7dz,spotify:track:2FwDApgXk91kXvqy2oB7dz,https://api.spotify.com/v1/tracks/2FwDApgXk91kXvqy2oB7dz,https://api.spotify.com/v1/audio-analysis/2FwDApgXk91kXvqy2oB7dz,252734,4,Simulation Swarm,Big Thief
0.607,0.889,10,-2.367,1,0.0608,0.0145,0,0.565,0.108,140.185,audio_features,4MqUDh5F0OlLUhQLtYK8u2,spotify:track:4MqUDh5F0OlLUhQLtYK8u2,https://api.spotify.com/v1/tracks/4MqUDh5F0OlLUhQLtYK8u2,https://api.spotify.com/v1/audio-analysis/4MqUDh5F0OlLUhQLtYK8u2,157714,4,YEET (feat. Yeat),Yung Kayo
0.611,0.507,9,-8.521,1,0.0267,0.0208,0.012,0.222,0.401,76.578,audio_features,3i7XRi2UyvGTdJawJRkVhd,spotify:track:3i7XRi2UyvGTdJawJRkVhd,https://api.spotify.com/v1/tracks/3i7XRi2UyvGTdJawJRkVhd,https://api.spotify.com/v1/audio-analysis/3i7XRi2UyvGTdJawJRkVhd,187389,4,Certainty,Big Thief
0.818,0.598,10,-5.948,0,0.113,0.0573,1.32e-6,0.634,0.331,111.052,audio_features,3Q5cLvkKsHJvYltf8k7HkO,spotify:track:3Q5cLvkKsHJvYltf8k7HkO,https://api.spotify.com/v1/tracks/3Q5cLvkKsHJvYltf8k7HkO,https://api.spotify.com/v1/audio-analysis/3Q5cLvkKsHJvYltf8k7HkO,231618,4,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign
0.907,0.592,8,-6.44,0,0.0858,0.532,0,0.289,0.545,108.052,audio_features,5dEJc0rHuTVxtl1xljDbRv,spotify:track:5dEJc0rHuTVxtl1xljDbRv,https://api.spotify.com/v1/tracks/5dEJc0rHuTVxtl1xljDbRv,https://api.spotify.com/v1/audio-analysis/5dEJc0rHuTVxtl1xljDbRv,225653,4,oh my love,FKA twigs
0.616,0.717,8,-6.178,1,0.11,0.194,9.81e-5,0.0731,0.72,167.99,audio_features,1GsSM1Fju5J1Fsu51jEsTg,spotify:track:1GsSM1Fju5J1Fsu51jEsTg,https://api.spotify.com/v1/tracks/1GsSM1Fju5J1Fsu51jEsTg,https://api.spotify.com/v1/audio-analysis/1GsSM1Fju5J1Fsu51jEsTg,196760,4,tears in the club (feat. the weeknd),FKA twigs
0.623,0.403,6,-14.1,0,0.0598,0.78,0.763,0.11,0.49,157.912,audio_features,7JvjjlZ5R1I1xRDsEkPuJ7,spotify:track:7JvjjlZ5R1I1xRDsEkPuJ7,https://api.spotify.com/v1/tracks/7JvjjlZ5R1I1xRDsEkPuJ7,https://api.spotify.com/v1/audio-analysis/7JvjjlZ5R1I1xRDsEkPuJ7,189246,4,"Say, Can You Hear",Men I Trust
0.432,0.458,0,-9.723,1,0.0399,0.23,0.719,0.111,0.232,152.572,audio_features,5cf1ZfI16kHp3S1ySpQ36G,spotify:track:5cf1ZfI16kHp3S1ySpQ36G,https://api.spotify.com/v1/tracks/5cf1ZfI16kHp3S1ySpQ36G,https://api.spotify.com/v1/audio-analysis/5cf1ZfI16kHp3S1ySpQ36G,257213,3,"Ready, Able",Grizzly Bear
0.859,0.531,8,-10.45,1,0.284,0.0919,0,0.319,0.339,130.753,audio_features,3fD99DBKFe39P4ctgFejUb,spotify:track:3fD99DBKFe39P4ctgFejUb,https://api.spotify.com/v1/tracks/3fD99DBKFe39P4ctgFejUb,https://api.spotify.com/v1/audio-analysis/3fD99DBKFe39P4ctgFejUb,280599,4,I DON'T LIKE - DJ Frank Brown Remix,Chief Keef
0.299,0.399,10,-12.176,1,0.0376,0.816,0.00117,0.147,0.302,158.253,audio_features,7qcXUzPwoxSBFxjTbNrV0B,spotify:track:7qcXUzPwoxSBFxjTbNrV0B,https://api.spotify.com/v1/tracks/7qcXUzPwoxSBFxjTbNrV0B,https://api.spotify.com/v1/audio-analysis/7qcXUzPwoxSBFxjTbNrV0B,233227,3,The Gold - Phoebe Bridgers Version,Manchester Orchestra
0.533,0.501,8,-9.299,1,0.0436,0.143,5.78e-4,0.172,0.3,120.159,audio_features,0qkA0NU7cDKWkFXNGRcNaB,spotify:track:0qkA0NU7cDKWkFXNGRcNaB,https://api.spotify.com/v1/tracks/0qkA0NU7cDKWkFXNGRcNaB,https://api.spotify.com/v1/audio-analysis/0qkA0NU7cDKWkFXNGRcNaB,200160,4,Sandman,A$AP Rocky
0.597,0.427,5,-6.764,0,0.0536,0.18,1.33e-5,0.121,0.0997,120.085,audio_features,787rCZF9i4L1cXGMkdyIk4,spotify:track:787rCZF9i4L1cXGMkdyIk4,https://api.spotify.com/v1/tracks/787rCZF9i4L1cXGMkdyIk4,https://api.spotify.com/v1/audio-analysis/787rCZF9i4L1cXGMkdyIk4,220133,4,LVL,A$AP Rocky
0.391,0.934,4,-3.386,0,0.324,0.0628,0,0.383,0.833,79.897,audio_features,0WxzTL8Ptu103bVeYcBzoS,spotify:track:0WxzTL8Ptu103bVeYcBzoS,https://api.spotify.com/v1/tracks/0WxzTL8Ptu103bVeYcBzoS,https://api.spotify.com/v1/audio-analysis/0WxzTL8Ptu103bVeYcBzoS,141547,4,Hear Me Clearly (with Nigo),Pusha T
0.651,0.724,7,-5.457,1,0.166,0.172,0,0.13,0.686,144.146,audio_features,1TMWcbxL5YF8rKsFHv5hAP,spotify:track:1TMWcbxL5YF8rKsFHv5hAP,https://api.spotify.com/v1/tracks/1TMWcbxL5YF8rKsFHv5hAP,https://api.spotify.com/v1/audio-analysis/1TMWcbxL5YF8rKsFHv5hAP,187040,4,Rules,Doja Cat
0.827,0.359,8,-11.472,0,0.233,0.646,2.43e-5,0.316,0.56,141.972,audio_features,7eBQnUcKDi9S3ChSvGZIMg,spotify:track:7eBQnUcKDi9S3ChSvGZIMg,https://api.spotify.com/v1/tracks/7eBQnUcKDi9S3ChSvGZIMg,https://api.spotify.com/v1/audio-analysis/7eBQnUcKDi9S3ChSvGZIMg,158900,4,Mascarade (feat. Lous and The Yakuza) - A COLORS SHOW,YEИDRY
0.782,0.557,1,-7.419,0,0.231,0.149,0,0.309,0.393,130.16,audio_features,1SKkHYkGqhadpciJKXfRhU,spotify:track:1SKkHYkGqhadpciJKXfRhU,https://api.spotify.com/v1/tracks/1SKkHYkGqhadpciJKXfRhU,https://api.spotify.com/v1/audio-analysis/1SKkHYkGqhadpciJKXfRhU,196658,4,Publicity Stunt,Gucci Mane
0.431,0.35,1,-10.385,0,0.0415,0.649,1e-5,0.13,0.166,110.896,audio_features,2DIcRhS8sF7HEd12zexPsl,spotify:track:2DIcRhS8sF7HEd12zexPsl,https://api.spotify.com/v1/tracks/2DIcRhS8sF7HEd12zexPsl,https://api.spotify.com/v1/audio-analysis/2DIcRhS8sF7HEd12zexPsl,235344,4,Mauvais rêves,Angèle
0.845,0.693,5,-7.436,1,0.0558,0.204,0.299,0.186,0.322,125.009,audio_features,0jiThGoZ1qdJrImd4U6XE5,spotify:track:0jiThGoZ1qdJrImd4U6XE5,https://api.spotify.com/v1/tracks/0jiThGoZ1qdJrImd4U6XE5,https://api.spotify.com/v1/audio-analysis/0jiThGoZ1qdJrImd4U6XE5,219951,4,Good PusS (feat. cupcakKe) - Remix,COBRAH
0.885,0.548,10,-9.01,0,0.0652,0.492,0.00151,0.112,0.729,118.009,audio_features,4JaxkRJ25dNVzlrGOOkuJD,spotify:track:4JaxkRJ25dNVzlrGOOkuJD,https://api.spotify.com/v1/tracks/4JaxkRJ25dNVzlrGOOkuJD,https://api.spotify.com/v1/audio-analysis/4JaxkRJ25dNVzlrGOOkuJD,155773,4,Amigo,Lous and The Yakuza
0.797,0.771,10,-4.363,0,0.0318,0.11,9.13e-4,0.356,0.934,124.999,audio_features,33bj2sNF5xk3oeFnyMfc0s,spotify:track:33bj2sNF5xk3oeFnyMfc0s,https://api.spotify.com/v1/tracks/33bj2sNF5xk3oeFnyMfc0s,https://api.spotify.com/v1/audio-analysis/33bj2sNF5xk3oeFnyMfc0s,217347,4,Pa' Bailar (Siempre Quiero Mas),Bajofondo
0.649,0.67,6,-8.058,0,0.0492,0.51,0,0.0714,0.514,160.083,audio_features,3EndsfHpvqTFh1fY2YCsyf,spotify:track:3EndsfHpvqTFh1fY2YCsyf,https://api.spotify.com/v1/tracks/3EndsfHpvqTFh1fY2YCsyf,https://api.spotify.com/v1/audio-analysis/3EndsfHpvqTFh1fY2YCsyf,211052,4,Pensées positives,Angèle
0.677,0.832,0,-7.935,0,0.0593,0.459,3.48e-5,0.2,0.617,108.012,audio_features,3Wvu5ztFb9V4YKRxLQicqB,spotify:track:3Wvu5ztFb9V4YKRxLQicqB,https://api.spotify.com/v1/tracks/3Wvu5ztFb9V4YKRxLQicqB,https://api.spotify.com/v1/audio-analysis/3Wvu5ztFb9V4YKRxLQicqB,220439,4,Solo,Angèle
0.841,0.541,5,-7.564,0,0.143,0.0968,0,0.0982,0.378,145.038,audio_features,1sRQzflFI4OooCN1dQK9NG,spotify:track:1sRQzflFI4OooCN1dQK9NG,https://api.spotify.com/v1/tracks/1sRQzflFI4OooCN1dQK9NG,https://api.spotify.com/v1/audio-analysis/1sRQzflFI4OooCN1dQK9NG,187013,4,Dilemme,Lous and The Yakuza
0.713,0.611,1,-6.702,0,0.241,0.314,0,0.117,0.793,140.061,audio_features,0BEaYkPp5PnclzQxbNgwmM,spotify:track:0BEaYkPp5PnclzQxbNgwmM,https://api.spotify.com/v1/tracks/0BEaYkPp5PnclzQxbNgwmM,https://api.spotify.com/v1/audio-analysis/0BEaYkPp5PnclzQxbNgwmM,195429,4,Bouncin,Chief Keef
0.385,0.199,3,-13.142,1,0.0362,0.963,0,0.101,0.235,121.381,audio_features,0y8MdWQBAXTTm8BFdqjfrD,spotify:track:0y8MdWQBAXTTm8BFdqjfrD,https://api.spotify.com/v1/tracks/0y8MdWQBAXTTm8BFdqjfrD,https://api.spotify.com/v1/audio-analysis/0y8MdWQBAXTTm8BFdqjfrD,267947,4,"Go Easy, Kid (with James Blake)",Monica Martin
0.51,0.63,2,-6.997,0,0.0258,0.00615,4.85e-4,0.147,0.569,89.812,audio_features,5FQ9NDyx3KZXhovWWq4Gxo,spotify:track:5FQ9NDyx3KZXhovWWq4Gxo,https://api.spotify.com/v1/tracks/5FQ9NDyx3KZXhovWWq4Gxo,https://api.spotify.com/v1/audio-analysis/5FQ9NDyx3KZXhovWWq4Gxo,191775,4,Should've Been Me,Mitski
0.55,0.707,1,-6.228,0,0.0324,0.329,2.26e-6,0.0982,0.491,136.309,audio_features,4PUT0cH2iggaje5hTJZeGe,spotify:track:4PUT0cH2iggaje5hTJZeGe,https://api.spotify.com/v1/tracks/4PUT0cH2iggaje5hTJZeGe,https://api.spotify.com/v1/audio-analysis/4PUT0cH2iggaje5hTJZeGe,212661,4,Love Me More,Mitski
0.466,0.63,11,-8.115,1,0.0273,0.167,5.32e-5,0.103,0.329,82.988,audio_features,2ORVHijyYA8bAOCVaIbmdS,spotify:track:2ORVHijyYA8bAOCVaIbmdS,https://api.spotify.com/v1/tracks/2ORVHijyYA8bAOCVaIbmdS,https://api.spotify.com/v1/audio-analysis/2ORVHijyYA8bAOCVaIbmdS,158618,4,Working for the Knife,Mitski
0.726,0.53,4,-5.736,0,0.0518,7.16e-4,0.00211,0.0502,0.374,99.024,audio_features,0LJTfmgOMvlLd0u4HU9twm,spotify:track:0LJTfmgOMvlLd0u4HU9twm,https://api.spotify.com/v1/tracks/0LJTfmgOMvlLd0u4HU9twm,https://api.spotify.com/v1/audio-analysis/0LJTfmgOMvlLd0u4HU9twm,236364,4,Killshot,Magdalena Bay
0.462,0.191,2,-14.993,1,0.0374,0.77,0.00264,0.107,0.0996,132.034,audio_features,6gz3orrUlKresI8GShSkdq,spotify:track:6gz3orrUlKresI8GShSkdq,https://api.spotify.com/v1/tracks/6gz3orrUlKresI8GShSkdq,https://api.spotify.com/v1/audio-analysis/6gz3orrUlKresI8GShSkdq,109628,1,A Burning Hill,Mitski
0.535,0.448,2,-9.167,1,0.0279,0.00262,1.94e-5,0.115,0.32,101.986,audio_features,5411TEB6tlzvuF5A4oyldr,spotify:track:5411TEB6tlzvuF5A4oyldr,https://api.spotify.com/v1/tracks/5411TEB6tlzvuF5A4oyldr,https://api.spotify.com/v1/audio-analysis/5411TEB6tlzvuF5A4oyldr,149680,4,Francis Forever,Mitski
0.497,0.638,1,-5.31,1,0.0274,0.0467,0,0.385,0.77,172.01,audio_features,3pANfZVFdtuVnJsE6xa5Ox,spotify:track:3pANfZVFdtuVnJsE6xa5Ox,https://api.spotify.com/v1/tracks/3pANfZVFdtuVnJsE6xa5Ox,https://api.spotify.com/v1/audio-analysis/3pANfZVFdtuVnJsE6xa5Ox,137142,4,Me and My Husband,Mitski
0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,audio_features,3jjsRKEsF42ccXf8kWR3nu,spotify:track:3jjsRKEsF42ccXf8kWR3nu,https://api.spotify.com/v1/tracks/3jjsRKEsF42ccXf8kWR3nu,https://api.spotify.com/v1/audio-analysis/3jjsRKEsF42ccXf8kWR3nu,128199,4,Washing Machine Heart,Mitski
0.606,0.949,7,-2.749,0,0.0414,0.015,2.76e-5,0.109,0.436,120.031,audio_features,75kMrDKPJJpgEQaXVh7QMB,spotify:track:75kMrDKPJJpgEQaXVh7QMB,https://api.spotify.com/v1/tracks/75kMrDKPJJpgEQaXVh7QMB,https://api.spotify.com/v1/audio-analysis/75kMrDKPJJpgEQaXVh7QMB,232227,4,Pray to God (feat. HAIM),Calvin Harris
0.729,0.581,10,-7.091,0,0.0304,0.531,1.09e-6,0.102,0.352,93.997,audio_features,2qLSXZuIHMsKydCEFDchc3,spotify:track:2qLSXZuIHMsKydCEFDchc3,https://api.spotify.com/v1/tracks/2qLSXZuIHMsKydCEFDchc3,https://api.spotify.com/v1/audio-analysis/2qLSXZuIHMsKydCEFDchc3,181640,4,Bang Bang Bang Bang,Sohodolls
0.444,0.26,7,-10.045,1,0.0316,0.964,0.0815,0.125,0.121,120.443,audio_features,1G1R0XgChe18Zr1o6tlmN6,spotify:track:1G1R0XgChe18Zr1o6tlmN6,https://api.spotify.com/v1/tracks/1G1R0XgChe18Zr1o6tlmN6,https://api.spotify.com/v1/audio-analysis/1G1R0XgChe18Zr1o6tlmN6,211613,4,Watercolor Eyes - From “Euphoria” An HBO Original Series,Lana Del Rey
0.73,0.51,7,-10.386,1,0.0456,0.369,0.322,0.0925,0.665,78.944,audio_features,0yeSknpYINjXT25ilz4wpr,spotify:track:0yeSknpYINjXT25ilz4wpr,https://api.spotify.com/v1/tracks/0yeSknpYINjXT25ilz4wpr,https://api.spotify.com/v1/audio-analysis/0yeSknpYINjXT25ilz4wpr,179500,4,Untitled,Kate Bollinger
0.543,0.431,5,-7.479,0,0.0612,0.749,0.146,0.116,0.381,146,audio_features,7gF4K3K2EqWHkLHh1gE3vO,spotify:track:7gF4K3K2EqWHkLHh1gE3vO,https://api.spotify.com/v1/tracks/7gF4K3K2EqWHkLHh1gE3vO,https://api.spotify.com/v1/audio-analysis/7gF4K3K2EqWHkLHh1gE3vO,157616,4,Shadows,Kate Bollinger
0.915,0.705,11,-3.724,1,0.125,0.00323,0.0228,0.0621,0.958,132.052,audio_features,2eKFa10K8Hu1VCTLm3DUkO,spotify:track:2eKFa10K8Hu1VCTLm3DUkO,https://api.spotify.com/v1/tracks/2eKFa10K8Hu1VCTLm3DUkO,https://api.spotify.com/v1/audio-analysis/2eKFa10K8Hu1VCTLm3DUkO,140000,4,Throat Goat,Kim Petras
0.753,0.777,11,-5.701,0,0.32,0.0725,7.14e-4,0.125,0.669,157.148,audio_features,3zpGLSQ8QbbUnNjweWPLMD,spotify:track:3zpGLSQ8QbbUnNjweWPLMD,https://api.spotify.com/v1/tracks/3zpGLSQ8QbbUnNjweWPLMD,https://api.spotify.com/v1/audio-analysis/3zpGLSQ8QbbUnNjweWPLMD,171453,4,Doja,$NOT
0.602,0.678,7,-8.656,1,0.0299,0.0404,7.5e-4,0.121,0.552,104.969,audio_features,07zVQBJfbOuaAhpT3stRFL,spotify:track:07zVQBJfbOuaAhpT3stRFL,https://api.spotify.com/v1/tracks/07zVQBJfbOuaAhpT3stRFL,https://api.spotify.com/v1/audio-analysis/07zVQBJfbOuaAhpT3stRFL,196433,4,Stay Soft,Mitski
0.855,0.478,1,-8.698,1,0.107,0.0684,0,0.111,0.355,135.987,audio_features,4w7lBzX0EcDuy8tQLQvjC2,spotify:track:4w7lBzX0EcDuy8tQLQvjC2,https://api.spotify.com/v1/tracks/4w7lBzX0EcDuy8tQLQvjC2,https://api.spotify.com/v1/audio-analysis/4w7lBzX0EcDuy8tQLQvjC2,209118,4,Scatter Brain (feat. Ludacris & JID),Conway the Machine
0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,audio_features,4zQuwW24dweWcaX0fEJkP2,spotify:track:4zQuwW24dweWcaX0fEJkP2,https://api.spotify.com/v1/tracks/4zQuwW24dweWcaX0fEJkP2,https://api.spotify.com/v1/audio-analysis/4zQuwW24dweWcaX0fEJkP2,256947,4,You Know I'm No Good,Amy Winehouse
0.716,0.551,1,-6.987,1,0.47,0.167,0,0.197,0.305,82.393,audio_features,6Ab81Bs9fcOwaTYuBsUUpI,spotify:track:6Ab81Bs9fcOwaTYuBsUUpI,https://api.spotify.com/v1/tracks/6Ab81Bs9fcOwaTYuBsUUpI,https://api.spotify.com/v1/audio-analysis/6Ab81Bs9fcOwaTYuBsUUpI,234288,4,Eazy,The Game
0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-5,0.0678,0.905,122,audio_features,1nH2PkJL1XoUq8oE6tBZoU,spotify:track:1nH2PkJL1XoUq8oE6tBZoU,https://api.spotify.com/v1/tracks/1nH2PkJL1XoUq8oE6tBZoU,https://api.spotify.com/v1/audio-analysis/1nH2PkJL1XoUq8oE6tBZoU,188918,4,Sacrifice,The Weeknd
0.91,0.727,6,-6.619,1,0.17,0.0387,0,0.0874,0.475,104.995,audio_features,4Dn4S9ZvIaOKIcXSfIMJTn,spotify:track:4Dn4S9ZvIaOKIcXSfIMJTn,https://api.spotify.com/v1/tracks/4Dn4S9ZvIaOKIcXSfIMJTn,https://api.spotify.com/v1/audio-analysis/4Dn4S9ZvIaOKIcXSfIMJTn,193872,4,Duck Duck Goose,cupcakKe
0.643,0.646,10,-2.442,0,0.0629,0.0393,0,0.109,0.35,80.174,audio_features,35KV2Nuib6jPMVN00O8iba,spotify:track:35KV2Nuib6jPMVN00O8iba,https://api.spotify.com/v1/tracks/35KV2Nuib6jPMVN00O8iba,https://api.spotify.com/v1/audio-analysis/35KV2Nuib6jPMVN00O8iba,123040,4,No Mistakes,Kanye West
0.917,0.624,2,-5.761,1,0.0441,0.229,0,0.128,0.328,126.98,audio_features,4jA9iztK8seGSGo05lJ0Cu,spotify:track:4jA9iztK8seGSGo05lJ0Cu,https://api.spotify.com/v1/tracks/4jA9iztK8seGSGo05lJ0Cu,https://api.spotify.com/v1/audio-analysis/4jA9iztK8seGSGo05lJ0Cu,206733,4,Half On a Sack,Three 6 Mafia
0.873,0.457,11,-11.558,1,0.0451,0.288,1.12e-6,0.093,0.74,137.543,audio_features,0Eq2AzJQNwxf5FsLYBjitC,spotify:track:0Eq2AzJQNwxf5FsLYBjitC,https://api.spotify.com/v1/tracks/0Eq2AzJQNwxf5FsLYBjitC,https://api.spotify.com/v1/audio-analysis/0Eq2AzJQNwxf5FsLYBjitC,190116,4,Carefree,Mick Jenkins
0.888,0.763,9,-5.834,1,0.301,0.0337,0,0.17,0.67,129.94,audio_features,6SLsVEicNrL81TCoUh2yhy,spotify:track:6SLsVEicNrL81TCoUh2yhy,https://api.spotify.com/v1/tracks/6SLsVEicNrL81TCoUh2yhy,https://api.spotify.com/v1/audio-analysis/6SLsVEicNrL81TCoUh2yhy,112625,4,Titanic,Earl Sweatshirt
0.535,0.791,0,-5.55,1,0.0327,9.6e-4,1.55e-4,0.0788,0.5,142.981,audio_features,2D4dV2KXDTszzJ3p3cFqhA,spotify:track:2D4dV2KXDTszzJ3p3cFqhA,https://api.spotify.com/v1/tracks/2D4dV2KXDTszzJ3p3cFqhA,https://api.spotify.com/v1/audio-analysis/2D4dV2KXDTszzJ3p3cFqhA,211814,4,Less Than Zero,The Weeknd
0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-5,0.085,0.636,121.006,audio_features,2Ghp894n1laIf2w98VeAOJ,spotify:track:2Ghp894n1laIf2w98VeAOJ,https://api.spotify.com/v1/tracks/2Ghp894n1laIf2w98VeAOJ,https://api.spotify.com/v1/audio-analysis/2Ghp894n1laIf2w98VeAOJ,214215,4,How Do I Make You Love Me?,The Weeknd
0.506,0.403,5,-12.975,0,0.125,0.346,0.0387,0.0789,0.073,119.783,audio_features,7CWPL6V0aDecBsnm93HHa7,spotify:track:7CWPL6V0aDecBsnm93HHa7,https://api.spotify.com/v1/tracks/7CWPL6V0aDecBsnm93HHa7,https://api.spotify.com/v1/audio-analysis/7CWPL6V0aDecBsnm93HHa7,285000,4,Electric Life,Azizi Gibson
0.544,0.367,4,-9.122,0,0.0506,0.103,5.07e-4,0.0661,0.0788,146.989,audio_features,1Ur8HoiLOhX7TWqlSpdQqg,spotify:track:1Ur8HoiLOhX7TWqlSpdQqg,https://api.spotify.com/v1/tracks/1Ur8HoiLOhX7TWqlSpdQqg,https://api.spotify.com/v1/audio-analysis/1Ur8HoiLOhX7TWqlSpdQqg,241024,4,Hood Opera,Azizi Gibson
0.878,0.575,9,-8.732,1,0.284,0.00293,0,0.273,0.399,144.918,audio_features,2ZGEjmwyeZ3rpEezkZwqOP,spotify:track:2ZGEjmwyeZ3rpEezkZwqOP,https://api.spotify.com/v1/tracks/2ZGEjmwyeZ3rpEezkZwqOP,https://api.spotify.com/v1/audio-analysis/2ZGEjmwyeZ3rpEezkZwqOP,185213,4,mop (feat. Young Thug),Gunna
0.679,0.73,1,-7.483,1,0.0689,0.00421,0,0.0736,0.292,148.038,audio_features,3XLbDUB5BX2WqL2qoAsvtb,spotify:track:3XLbDUB5BX2WqL2qoAsvtb,https://api.spotify.com/v1/tracks/3XLbDUB5BX2WqL2qoAsvtb,https://api.spotify.com/v1/audio-analysis/3XLbDUB5BX2WqL2qoAsvtb,167840,4,thought i was playing,Gunna
0.376,0.493,2,-14.03,1,0.0372,6.89e-4,0.901,0.153,0.119,102.845,audio_features,5rmIMPXAlfidbd9f2AfwlQ,spotify:track:5rmIMPXAlfidbd9f2AfwlQ,https://api.spotify.com/v1/tracks/5rmIMPXAlfidbd9f2AfwlQ,https://api.spotify.com/v1/audio-analysis/5rmIMPXAlfidbd9f2AfwlQ,75960,4,Interlude - The Trio,Lana Del Rey
0.45,0.148,1,-11.802,1,0.0569,0.976,4.09e-4,0.107,0.0758,79.727,audio_features,1Hezl8gsPpfK3N2by41Wxb,spotify:track:1Hezl8gsPpfK3N2by41Wxb,https://api.spotify.com/v1/tracks/1Hezl8gsPpfK3N2by41Wxb,https://api.spotify.com/v1/audio-analysis/1Hezl8gsPpfK3N2by41Wxb,201780,5,Sweet Carolina,Lana Del Rey
0.625,0.492,9,-9.477,0,0.139,0.181,0.00627,0.1,0.246,86.809,audio_features,0zMxSXemmHymybYQGdaGA6,spotify:track:0zMxSXemmHymybYQGdaGA6,https://api.spotify.com/v1/tracks/0zMxSXemmHymybYQGdaGA6,https://api.spotify.com/v1/audio-analysis/0zMxSXemmHymybYQGdaGA6,198621,4,Fly High,Nuage
0.488,0.623,0,-4.873,1,0.0317,7.13e-4,0,0.131,0.171,129.874,audio_features,1RcGoniZzjY3oOatGifYK1,spotify:track:1RcGoniZzjY3oOatGifYK1,https://api.spotify.com/v1/tracks/1RcGoniZzjY3oOatGifYK1,https://api.spotify.com/v1/audio-analysis/1RcGoniZzjY3oOatGifYK1,196173,4,Valentine,Snail Mail
0.605,0.299,6,-11.192,0,0.0264,0.751,0.474,0.0943,0.181,109.008,audio_features,21JL0gpeAYgbSUmzhgSPJz,spotify:track:21JL0gpeAYgbSUmzhgSPJz,https://api.spotify.com/v1/tracks/21JL0gpeAYgbSUmzhgSPJz,https://api.spotify.com/v1/audio-analysis/21JL0gpeAYgbSUmzhgSPJz,212467,4,Souvenir,boygenius
