track.name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
WITHOUT YOU (with Miley Cyrus),0.655,0.469,0,-6.257,1,0.0292,0.173,0,0.0956,0.467,92.56,audio_features,1EHUQesfVKwbthtNcpBi9g,spotify:track:1EHUQesfVKwbthtNcpBi9g,https://api.spotify.com/v1/tracks/1EHUQesfVKwbthtNcpBi9g,https://api.spotify.com/v1/audio-analysis/1EHUQesfVKwbthtNcpBi9g,161385,4
Wait a Minute!,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-5,0.0943,0.672,101.003,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4
Beautiful Mistakes (feat. Megan Thee Stallion),0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,audio_features,6fRxMU4LWwyaSSowV441IU,spotify:track:6fRxMU4LWwyaSSowV441IU,https://api.spotify.com/v1/tracks/6fRxMU4LWwyaSSowV441IU,https://api.spotify.com/v1/audio-analysis/6fRxMU4LWwyaSSowV441IU,227395,4
Time's Blur,0.0857,0.176,8,-22.093,1,0.0426,0.887,0.899,0.263,0.0352,79.765,audio_features,71fHEZogoZyEjqbseprPsB,spotify:track:71fHEZogoZyEjqbseprPsB,https://api.spotify.com/v1/tracks/71fHEZogoZyEjqbseprPsB,https://api.spotify.com/v1/audio-analysis/71fHEZogoZyEjqbseprPsB,858291,4
What Do It Mean,0.238,0.606,10,-5.904,1,0.0328,0.689,0.694,0.116,0.251,111.958,audio_features,6IizHJqeD17dTIfLxzfI9T,spotify:track:6IizHJqeD17dTIfLxzfI9T,https://api.spotify.com/v1/tracks/6IizHJqeD17dTIfLxzfI9T,https://api.spotify.com/v1/audio-analysis/6IizHJqeD17dTIfLxzfI9T,353255,4
At Sea,0.178,0.384,5,-8.18,1,0.0322,0.884,0.752,0.182,0.181,171.879,audio_features,5Y3LmE2A98e1JB7iggywlM,spotify:track:5Y3LmE2A98e1JB7iggywlM,https://api.spotify.com/v1/tracks/5Y3LmE2A98e1JB7iggywlM,https://api.spotify.com/v1/audio-analysis/5Y3LmE2A98e1JB7iggywlM,95094,4
I Lied (with Allison Ponthier),0.44,0.269,5,-10.769,1,0.0262,0.914,0.261,0.132,0.138,103.877,audio_features,7xQg5QTx8eiQnsxEnfynPh,spotify:track:7xQg5QTx8eiQnsxEnfynPh,https://api.spotify.com/v1/tracks/7xQg5QTx8eiQnsxEnfynPh,https://api.spotify.com/v1/audio-analysis/7xQg5QTx8eiQnsxEnfynPh,234383,3
Not Dead Yet,0.489,0.816,7,-7.681,0,0.0338,0.331,0.148,0.0876,0.64,74.017,audio_features,6xVd8klTvL6ZRovgIhIs98,spotify:track:6xVd8klTvL6ZRovgIhIs98,https://api.spotify.com/v1/tracks/6xVd8klTvL6ZRovgIhIs98,https://api.spotify.com/v1/audio-analysis/6xVd8klTvL6ZRovgIhIs98,177366,4
Where Did the Time Go,0.355,0.303,5,-10.696,1,0.0283,0.728,0.887,0.175,0.176,92.613,audio_features,60mscK9MZseHUpH47rhvGU,spotify:track:60mscK9MZseHUpH47rhvGU,https://api.spotify.com/v1/tracks/60mscK9MZseHUpH47rhvGU,https://api.spotify.com/v1/audio-analysis/60mscK9MZseHUpH47rhvGU,93080,3
Drops in the Lake,0.275,0.452,11,-6.91,0,0.0338,0.833,0.386,0.1,0.189,115.076,audio_features,4FyE9CrreXEaBeljcDzhms,spotify:track:4FyE9CrreXEaBeljcDzhms,https://api.spotify.com/v1/tracks/4FyE9CrreXEaBeljcDzhms,https://api.spotify.com/v1/audio-analysis/4FyE9CrreXEaBeljcDzhms,241375,3
Twenty Long Years,0.53,0.455,9,-7.674,1,0.0289,0.761,0.00505,0.926,0.481,104,audio_features,3aZvTsLDS31AzamNfgc1D3,spotify:track:3aZvTsLDS31AzamNfgc1D3,https://api.spotify.com/v1/tracks/3aZvTsLDS31AzamNfgc1D3,https://api.spotify.com/v1/audio-analysis/3aZvTsLDS31AzamNfgc1D3,290814,4
Long Lost,0.4,0.609,2,-4.544,1,0.0305,0.365,0.0468,0.167,0.286,102.02,audio_features,3ouRySkzdJhbRmnUffQn3Q,spotify:track:3ouRySkzdJhbRmnUffQn3Q,https://api.spotify.com/v1/tracks/3ouRySkzdJhbRmnUffQn3Q,https://api.spotify.com/v1/audio-analysis/3ouRySkzdJhbRmnUffQn3Q,284687,4
Meet Me in the City,0.26,0.483,7,-6.589,0,0.0301,0.708,0.124,0.104,0.204,96.8,audio_features,2h2M9tyj2sgeRQuIcce6lu,spotify:track:2h2M9tyj2sgeRQuIcce6lu,https://api.spotify.com/v1/tracks/2h2M9tyj2sgeRQuIcce6lu,https://api.spotify.com/v1/audio-analysis/2h2M9tyj2sgeRQuIcce6lu,234832,3
Love Me Like You Used To,0.507,0.715,7,-5.93,0,0.0267,0.576,0.00416,0.155,0.793,76.01,audio_features,0JfpIwZfcRwDzD6GRYzfKN,spotify:track:0JfpIwZfcRwDzD6GRYzfKN,https://api.spotify.com/v1/tracks/0JfpIwZfcRwDzD6GRYzfKN,https://api.spotify.com/v1/audio-analysis/0JfpIwZfcRwDzD6GRYzfKN,220738,4
Mine Forever,0.569,0.761,0,-5.508,1,0.0292,0.312,0.303,0.274,0.391,122.965,audio_features,46K1MMwKf29weyCTKb2cjM,spotify:track:46K1MMwKf29weyCTKb2cjM,https://api.spotify.com/v1/tracks/46K1MMwKf29weyCTKb2cjM,https://api.spotify.com/v1/audio-analysis/46K1MMwKf29weyCTKb2cjM,288283,4
WAP (feat. Megan Thee Stallion),0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073,audio_features,4Oun2ylbjFKMPTiaSbbCih,spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,187541,4
Isle of Strawberries,0.626,0.25,1,-8.006,0,0.0308,0.613,6.62e-5,0.12,0.308,134.971,audio_features,7zfTF24acTKL42XSfzGETi,spotify:track:7zfTF24acTKL42XSfzGETi,https://api.spotify.com/v1/tracks/7zfTF24acTKL42XSfzGETi,https://api.spotify.com/v1/audio-analysis/7zfTF24acTKL42XSfzGETi,216370,4
Hallucinogenics (feat. Lana Del Rey),0.59,0.597,0,-7.183,1,0.0527,0.499,0,0.175,0.313,121.843,audio_features,4A8pBxx0of2Y8r56dT0atf,spotify:track:4A8pBxx0of2Y8r56dT0atf,https://api.spotify.com/v1/tracks/4A8pBxx0of2Y8r56dT0atf,https://api.spotify.com/v1/audio-analysis/4A8pBxx0of2Y8r56dT0atf,186627,4
Mess Is Mine,0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043,audio_features,29jtZGdgpE2lWm2mkIt6HS,spotify:track:29jtZGdgpE2lWm2mkIt6HS,https://api.spotify.com/v1/tracks/29jtZGdgpE2lWm2mkIt6HS,https://api.spotify.com/v1/audio-analysis/29jtZGdgpE2lWm2mkIt6HS,223640,1
Edit,0.642,0.466,1,-5.692,1,0.0457,0.746,0.00128,0.221,0.238,145.971,audio_features,0BksHnfLzAa8eUQrUOd0y6,spotify:track:0BksHnfLzAa8eUQrUOd0y6,https://api.spotify.com/v1/tracks/0BksHnfLzAa8eUQrUOd0y6,https://api.spotify.com/v1/audio-analysis/0BksHnfLzAa8eUQrUOd0y6,229942,4
Renegade,0.53,0.712,0,-8.135,1,0.0461,0.44,0.0233,0.0931,0.577,167.964,audio_features,73W5aXorr5vxrySFcoZqIN,spotify:track:73W5aXorr5vxrySFcoZqIN,https://api.spotify.com/v1/tracks/73W5aXorr5vxrySFcoZqIN,https://api.spotify.com/v1/audio-analysis/73W5aXorr5vxrySFcoZqIN,254467,4
Weeds,0.579,0.325,0,-9.835,1,0.0284,0.721,2.24e-6,0.403,0.428,79.985,audio_features,7k72bd7LDOOJSY0uIQgxE1,spotify:track:7k72bd7LDOOJSY0uIQgxE1,https://api.spotify.com/v1/tracks/7k72bd7LDOOJSY0uIQgxE1,https://api.spotify.com/v1/audio-analysis/7k72bd7LDOOJSY0uIQgxE1,253670,4
Leave a Light On,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-6,0.133,0.267,68.976,audio_features,6lOWoTqVnAWXchddtTH31W,spotify:track:6lOWoTqVnAWXchddtTH31W,https://api.spotify.com/v1/tracks/6lOWoTqVnAWXchddtTH31W,https://api.spotify.com/v1/audio-analysis/6lOWoTqVnAWXchddtTH31W,185863,4
No One Is Missing,0.601,0.599,3,-6.851,1,0.0244,0.306,8.07e-5,0.107,0.339,95.229,audio_features,2MN3aeszmhvxjgaPch79pB,spotify:track:2MN3aeszmhvxjgaPch79pB,https://api.spotify.com/v1/tracks/2MN3aeszmhvxjgaPch79pB,https://api.spotify.com/v1/audio-analysis/2MN3aeszmhvxjgaPch79pB,243718,4
The Ghost of Cincinnati,0.702,0.477,9,-10.41,0,0.0264,0.866,0.417,0.0998,0.73,106.026,audio_features,4ExhHPs3s16yGz2xkRmgdU,spotify:track:4ExhHPs3s16yGz2xkRmgdU,https://api.spotify.com/v1/tracks/4ExhHPs3s16yGz2xkRmgdU,https://api.spotify.com/v1/audio-analysis/4ExhHPs3s16yGz2xkRmgdU,217133,4
Something Good,0.682,0.581,7,-10.339,1,0.0295,0.714,0.323,0.0802,0.539,108.98,audio_features,3xqxETvPg43KWP0HOGiOmu,spotify:track:3xqxETvPg43KWP0HOGiOmu,https://api.spotify.com/v1/tracks/3xqxETvPg43KWP0HOGiOmu,https://api.spotify.com/v1/audio-analysis/3xqxETvPg43KWP0HOGiOmu,217320,4
This Life,0.62,0.712,9,-6.434,1,0.1,0.228,3.39e-6,0.0561,0.83,170.234,audio_features,4dRqYKhLVujxiBXcq50YzG,spotify:track:4dRqYKhLVujxiBXcq50YzG,https://api.spotify.com/v1/tracks/4dRqYKhLVujxiBXcq50YzG,https://api.spotify.com/v1/audio-analysis/4dRqYKhLVujxiBXcq50YzG,268600,4
Stoned at the Nail Salon,0.466,0.113,2,-13.325,1,0.0414,0.947,7.53e-5,0.0986,0.104,125.369,audio_features,51dhTHnxNi215JiLXdyurb,spotify:track:51dhTHnxNi215JiLXdyurb,https://api.spotify.com/v1/tracks/51dhTHnxNi215JiLXdyurb,https://api.spotify.com/v1/audio-analysis/51dhTHnxNi215JiLXdyurb,266432,4
Texas Sun,0.632,0.636,7,-10.011,1,0.035,0.0352,0.158,0.0997,0.616,111.551,audio_features,3k5oLgungD1dSOGLqQdIQw,spotify:track:3k5oLgungD1dSOGLqQdIQw,https://api.spotify.com/v1/tracks/3k5oLgungD1dSOGLqQdIQw,https://api.spotify.com/v1/audio-analysis/3k5oLgungD1dSOGLqQdIQw,252812,4
Disgrace,0.743,0.702,10,-6.771,0,0.0638,0.394,0.0115,0.126,0.214,119.927,audio_features,7dcPPwfFFeYdv42aKAxRRt,spotify:track:7dcPPwfFFeYdv42aKAxRRt,https://api.spotify.com/v1/tracks/7dcPPwfFFeYdv42aKAxRRt,https://api.spotify.com/v1/audio-analysis/7dcPPwfFFeYdv42aKAxRRt,213866,4
"Hey, Ma",0.411,0.285,0,-10.97,1,0.0306,0.872,3.54e-4,0.0993,0.213,72.139,audio_features,0d6bZwEAi1XblGRhnzPfgC,spotify:track:0d6bZwEAi1XblGRhnzPfgC,https://api.spotify.com/v1/tracks/0d6bZwEAi1XblGRhnzPfgC,https://api.spotify.com/v1/audio-analysis/0d6bZwEAi1XblGRhnzPfgC,216707,4
Chateau,0.662,0.585,5,-11.255,1,0.0367,0.658,0.881,0.102,0.606,129.979,audio_features,62oCnK99vT8HOgwPsvXuiM,spotify:track:62oCnK99vT8HOgwPsvXuiM,https://api.spotify.com/v1/tracks/62oCnK99vT8HOgwPsvXuiM,https://api.spotify.com/v1/audio-analysis/62oCnK99vT8HOgwPsvXuiM,273533,4
Warm Animal - Acoustic,0.673,0.313,5,-8.811,1,0.0383,0.581,8.16e-6,0.104,0.803,145.815,audio_features,5vuGE0TJlQAJ21eCzSCErg,spotify:track:5vuGE0TJlQAJ21eCzSCErg,https://api.spotify.com/v1/tracks/5vuGE0TJlQAJ21eCzSCErg,https://api.spotify.com/v1/audio-analysis/5vuGE0TJlQAJ21eCzSCErg,180104,4
I Was In Heaven,0.329,0.307,5,-10.628,1,0.0296,0.783,1.67e-5,0.115,0.179,79.278,audio_features,5lvGoKl7dbjEXIi1E0tfL8,spotify:track:5lvGoKl7dbjEXIi1E0tfL8,https://api.spotify.com/v1/tracks/5lvGoKl7dbjEXIi1E0tfL8,https://api.spotify.com/v1/audio-analysis/5lvGoKl7dbjEXIi1E0tfL8,256000,4
Silver Lining,0.541,0.616,0,-6.53,1,0.028,0.00114,1.09e-6,0.151,0.203,144.218,audio_features,0i5QVxsK3IvEDbUjTA64Li,spotify:track:0i5QVxsK3IvEDbUjTA64Li,https://api.spotify.com/v1/tracks/0i5QVxsK3IvEDbUjTA64Li,https://api.spotify.com/v1/audio-analysis/0i5QVxsK3IvEDbUjTA64Li,198600,4
cardigan,0.613,0.581,0,-8.588,0,0.0424,0.537,3.45e-4,0.25,0.551,130.033,audio_features,4R2kfaDFhslZEMJqAFNpdd,spotify:track:4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd,239560,4
Snow In October,0.635,0.304,9,-10.24,0,0.0334,0.896,0,0.299,0.353,99.882,audio_features,3J5MEfa10EfFho0DDEgnUD,spotify:track:3J5MEfa10EfFho0DDEgnUD,https://api.spotify.com/v1/tracks/3J5MEfa10EfFho0DDEgnUD,https://api.spotify.com/v1/audio-analysis/3J5MEfa10EfFho0DDEgnUD,199710,4
July (feat. Leon Bridges),0.708,0.211,9,-9.603,0,0.0424,0.853,0,0.131,0.362,72.5,audio_features,3V0nnQhqvbE3JmiDdnzQFQ,spotify:track:3V0nnQhqvbE3JmiDdnzQFQ,https://api.spotify.com/v1/tracks/3V0nnQhqvbE3JmiDdnzQFQ,https://api.spotify.com/v1/audio-analysis/3V0nnQhqvbE3JmiDdnzQFQ,152280,4
Cold in California,0.427,0.492,9,-8.053,1,0.0563,0.697,1.16e-5,0.356,0.308,109.974,audio_features,5BHvj11hSbdHzwXIl9Sq62,spotify:track:5BHvj11hSbdHzwXIl9Sq62,https://api.spotify.com/v1/tracks/5BHvj11hSbdHzwXIl9Sq62,https://api.spotify.com/v1/audio-analysis/5BHvj11hSbdHzwXIl9Sq62,207808,4
October Eyes,0.618,0.52,4,-9.232,1,0.367,0.719,0.0117,0.146,0.698,144.922,audio_features,14WC3aPKp9cGWMErF8lkza,spotify:track:14WC3aPKp9cGWMErF8lkza,https://api.spotify.com/v1/tracks/14WC3aPKp9cGWMErF8lkza,https://api.spotify.com/v1/audio-analysis/14WC3aPKp9cGWMErF8lkza,147791,4
Truly Madly Deeply - Recorded at Spotify Studios NYC,0.675,0.368,0,-14.072,0,0.0375,0.83,0.00158,0.136,0.176,106.004,audio_features,0ApIlfcdY0hVdVEVUyS2Zf,spotify:track:0ApIlfcdY0hVdVEVUyS2Zf,https://api.spotify.com/v1/tracks/0ApIlfcdY0hVdVEVUyS2Zf,https://api.spotify.com/v1/audio-analysis/0ApIlfcdY0hVdVEVUyS2Zf,190393,4
As It Was,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,167303,4
Follow Your Fire,0.449,0.602,11,-6.689,0,0.0724,0.00756,0,0.179,0.432,175.974,audio_features,5ESJINHtOXLh3KSsazEfRf,spotify:track:5ESJINHtOXLh3KSsazEfRf,https://api.spotify.com/v1/tracks/5ESJINHtOXLh3KSsazEfRf,https://api.spotify.com/v1/audio-analysis/5ESJINHtOXLh3KSsazEfRf,238573,4
Santa Barbara,0.532,0.157,7,-17.199,0,0.0452,0.962,0.0279,0.107,0.496,80.932,audio_features,4yuVmMynbF6qBDsT3w6aXy,spotify:track:4yuVmMynbF6qBDsT3w6aXy,https://api.spotify.com/v1/tracks/4yuVmMynbF6qBDsT3w6aXy,https://api.spotify.com/v1/audio-analysis/4yuVmMynbF6qBDsT3w6aXy,194027,4
So Cold (The Good Wife Trailer),0.516,0.356,10,-13.442,1,0.0315,0.766,0.0187,0.116,0.199,74.995,audio_features,6eLOyOwKUJvjN0f9equFf8,spotify:track:6eLOyOwKUJvjN0f9equFf8,https://api.spotify.com/v1/tracks/6eLOyOwKUJvjN0f9equFf8,https://api.spotify.com/v1/audio-analysis/6eLOyOwKUJvjN0f9equFf8,226986,4
This Bitter Earth / On The Nature Of Daylight,0.0913,0.302,10,-13.254,0,0.0396,0.184,0.781,0.107,0.0363,79.317,audio_features,0fVUKrJpQM7jMTgOABVkyi,spotify:track:0fVUKrJpQM7jMTgOABVkyi,https://api.spotify.com/v1/tracks/0fVUKrJpQM7jMTgOABVkyi,https://api.spotify.com/v1/audio-analysis/0fVUKrJpQM7jMTgOABVkyi,372747,5
Moral of the Story,0.569,0.403,10,-8.618,1,0.0439,0.593,4.49e-6,0.102,0.269,119.819,audio_features,69HzZ3ti9DLwb0GdWCGYSo,spotify:track:69HzZ3ti9DLwb0GdWCGYSo,https://api.spotify.com/v1/tracks/69HzZ3ti9DLwb0GdWCGYSo,https://api.spotify.com/v1/audio-analysis/69HzZ3ti9DLwb0GdWCGYSo,201017,4
Astrovan,0.548,0.444,3,-9.4,1,0.0384,0.866,0,0.134,0.62,169.917,audio_features,14e46mURUUwB3i2vTe1gFz,spotify:track:14e46mURUUwB3i2vTe1gFz,https://api.spotify.com/v1/tracks/14e46mURUUwB3i2vTe1gFz,https://api.spotify.com/v1/audio-analysis/14e46mURUUwB3i2vTe1gFz,186133,4
Long Way From Home,0.528,0.416,9,-8.523,1,0.0305,0.691,2.76e-4,0.0953,0.184,99.868,audio_features,75JB7iZtTAuDyNjGMc1wt1,spotify:track:75JB7iZtTAuDyNjGMc1wt1,https://api.spotify.com/v1/tracks/75JB7iZtTAuDyNjGMc1wt1,https://api.spotify.com/v1/audio-analysis/75JB7iZtTAuDyNjGMc1wt1,152280,5
Ends of the Earth,0.555,0.584,4,-8.667,1,0.0301,0.274,0.0228,0.254,0.41,120.965,audio_features,4yyg2J2uXOjCtCyT64984C,spotify:track:4yyg2J2uXOjCtCyT64984C,https://api.spotify.com/v1/tracks/4yyg2J2uXOjCtCyT64984C,https://api.spotify.com/v1/audio-analysis/4yyg2J2uXOjCtCyT64984C,284147,4
Salt And The Sea,0.63,0.31,9,-9.253,1,0.028,0.704,0.0011,0.128,0.0712,93.067,audio_features,6d2MCbByfqhU85Fmj8WCAN,spotify:track:6d2MCbByfqhU85Fmj8WCAN,https://api.spotify.com/v1/tracks/6d2MCbByfqhU85Fmj8WCAN,https://api.spotify.com/v1/audio-analysis/6d2MCbByfqhU85Fmj8WCAN,270893,4
Making Love on the Mountain (Sexy Mix),0.763,0.16,9,-10.013,1,0.0667,0.58,0.00108,0.0982,0.133,131.994,audio_features,40CqYr0j37FWltcjoEIjJc,spotify:track:40CqYr0j37FWltcjoEIjJc,https://api.spotify.com/v1/tracks/40CqYr0j37FWltcjoEIjJc,https://api.spotify.com/v1/audio-analysis/40CqYr0j37FWltcjoEIjJc,238361,4
She,0.358,0.579,2,-8.718,1,0.0388,0.117,0.0109,0.0899,0.0651,128.411,audio_features,1uUjjVM3Dp9RDxhaJbu0RG,spotify:track:1uUjjVM3Dp9RDxhaJbu0RG,https://api.spotify.com/v1/tracks/1uUjjVM3Dp9RDxhaJbu0RG,https://api.spotify.com/v1/audio-analysis/1uUjjVM3Dp9RDxhaJbu0RG,235516,4
Big Jet Plane,0.762,0.387,10,-8.643,0,0.0277,0.239,0.00756,0.13,0.273,109.959,audio_features,5Z1U0knfYnsfvZycgDeOiC,spotify:track:5Z1U0knfYnsfvZycgDeOiC,https://api.spotify.com/v1/tracks/5Z1U0knfYnsfvZycgDeOiC,https://api.spotify.com/v1/audio-analysis/5Z1U0knfYnsfvZycgDeOiC,239147,4
exile (feat. Bon Iver),0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-5,0.11,0.152,75.602,audio_features,4pvb0WLRcMtbPGmtejJJ6y,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/tracks/4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/audio-analysis/4pvb0WLRcMtbPGmtejJJ6y,285634,4
Chasing A Feeling,0.399,0.658,2,-7.932,1,0.0557,0.785,1.29e-5,0.129,0.327,111.451,audio_features,6NbaSIWPpZ1b914pRY1R0W,spotify:track:6NbaSIWPpZ1b914pRY1R0W,https://api.spotify.com/v1/tracks/6NbaSIWPpZ1b914pRY1R0W,https://api.spotify.com/v1/audio-analysis/6NbaSIWPpZ1b914pRY1R0W,231148,4
This Is The Life,0.734,0.272,1,-11.727,0,0.0438,0.582,0,0.121,0.525,81.948,audio_features,57Fjy2Z51thITxGsmDIjFh,spotify:track:57Fjy2Z51thITxGsmDIjFh,https://api.spotify.com/v1/tracks/57Fjy2Z51thITxGsmDIjFh,https://api.spotify.com/v1/audio-analysis/57Fjy2Z51thITxGsmDIjFh,190660,4
Nelsonwood Lane,0.328,0.249,7,-13.176,1,0.0374,0.899,0.00631,0.0948,0.146,147.958,audio_features,1QmQ7HxnIvyMKbBb9yOaJG,spotify:track:1QmQ7HxnIvyMKbBb9yOaJG,https://api.spotify.com/v1/tracks/1QmQ7HxnIvyMKbBb9yOaJG,https://api.spotify.com/v1/audio-analysis/1QmQ7HxnIvyMKbBb9yOaJG,268200,3
Till Forever Falls Apart,0.346,0.501,2,-6.939,1,0.0364,0.421,0,0.0657,0.299,99.855,audio_features,4x5YzxjrF9wvIIXJV7TveC,spotify:track:4x5YzxjrF9wvIIXJV7TveC,https://api.spotify.com/v1/tracks/4x5YzxjrF9wvIIXJV7TveC,https://api.spotify.com/v1/audio-analysis/4x5YzxjrF9wvIIXJV7TveC,222927,4
Sleep On The Floor,0.389,0.431,7,-8.061,1,0.0344,0.249,0,0.13,0.275,142.14,audio_features,5MMZJtHOiH1RmQSSe3DJdg,spotify:track:5MMZJtHOiH1RmQSSe3DJdg,https://api.spotify.com/v1/tracks/5MMZJtHOiH1RmQSSe3DJdg,https://api.spotify.com/v1/audio-analysis/5MMZJtHOiH1RmQSSe3DJdg,211851,4
Rivers and Roads,0.501,0.178,0,-9.764,1,0.0343,0.697,5.33e-5,0.0761,0.18,131.141,audio_features,3nzXs8ynjIwQvmxjogvCYx,spotify:track:3nzXs8ynjIwQvmxjogvCYx,https://api.spotify.com/v1/tracks/3nzXs8ynjIwQvmxjogvCYx,https://api.spotify.com/v1/audio-analysis/3nzXs8ynjIwQvmxjogvCYx,284000,3
Phoenix (feat. Fleet Foxes & Anaïs Mitchell),0.482,0.671,5,-7.135,1,0.0412,0.454,1.59e-4,0.0791,0.547,137.836,audio_features,5fwabfmJtYmNbcNd2ISl3x,spotify:track:5fwabfmJtYmNbcNd2ISl3x,https://api.spotify.com/v1/tracks/5fwabfmJtYmNbcNd2ISl3x,https://api.spotify.com/v1/audio-analysis/5fwabfmJtYmNbcNd2ISl3x,255533,4
Snowday,0.442,0.567,0,-8.491,1,0.0337,0.00533,1.02e-4,0.331,0.166,156.014,audio_features,34jWZTkdfLMh1KRErT007R,spotify:track:34jWZTkdfLMh1KRErT007R,https://api.spotify.com/v1/tracks/34jWZTkdfLMh1KRErT007R,https://api.spotify.com/v1/audio-analysis/34jWZTkdfLMh1KRErT007R,273531,4
Lavender Girl,0.716,0.735,11,-7.062,1,0.0272,0.341,1.34e-4,0.0969,0.694,124.001,audio_features,1oWnDC5OoMPPosVY2cdXgT,spotify:track:1oWnDC5OoMPPosVY2cdXgT,https://api.spotify.com/v1/tracks/1oWnDC5OoMPPosVY2cdXgT,https://api.spotify.com/v1/audio-analysis/1oWnDC5OoMPPosVY2cdXgT,203547,4
Catastrophize,0.661,0.823,11,-4.95,1,0.0486,0.135,0,0.0387,0.768,155.97,audio_features,4LtufGlc9o8QtbFTp4Q37m,spotify:track:4LtufGlc9o8QtbFTp4Q37m,https://api.spotify.com/v1/tracks/4LtufGlc9o8QtbFTp4Q37m,https://api.spotify.com/v1/audio-analysis/4LtufGlc9o8QtbFTp4Q37m,198293,4
Hallelujah,0.651,0.549,4,-6.566,1,0.0257,0.492,0,0.105,0.307,106.998,audio_features,0MFDzxcs2Zk47nLq7ukC4S,spotify:track:0MFDzxcs2Zk47nLq7ukC4S,https://api.spotify.com/v1/tracks/0MFDzxcs2Zk47nLq7ukC4S,https://api.spotify.com/v1/audio-analysis/0MFDzxcs2Zk47nLq7ukC4S,198107,4
Please,0.655,0.445,9,-7.703,1,0.03,0.136,0,0.105,0.126,145.989,audio_features,1Su4HXSrbzj02CPBOoVLli,spotify:track:1Su4HXSrbzj02CPBOoVLli,https://api.spotify.com/v1/tracks/1Su4HXSrbzj02CPBOoVLli,https://api.spotify.com/v1/audio-analysis/1Su4HXSrbzj02CPBOoVLli,252093,4
Come Down,0.809,0.592,0,-7.359,1,0.237,0.128,2.13e-6,0.0926,0.637,149.978,audio_features,4QjtXlzepoVp3YXMvwxyyr,spotify:track:4QjtXlzepoVp3YXMvwxyyr,https://api.spotify.com/v1/tracks/4QjtXlzepoVp3YXMvwxyyr,https://api.spotify.com/v1/audio-analysis/4QjtXlzepoVp3YXMvwxyyr,179013,4
Need Your Love (with Noah Kahan),0.581,0.76,0,-3.962,1,0.0406,0.16,0,0.183,0.523,104.099,audio_features,1vsQb8n0icvMsFnL9663LM,spotify:track:1vsQb8n0icvMsFnL9663LM,https://api.spotify.com/v1/tracks/1vsQb8n0icvMsFnL9663LM,https://api.spotify.com/v1/audio-analysis/1vsQb8n0icvMsFnL9663LM,205787,4
Tough (feat. Noah Kahan),0.729,0.571,10,-7.047,1,0.0551,0.39,0,0.111,0.687,93.125,audio_features,3a1Zmq0P1E6W80x8EOcVNP,spotify:track:3a1Zmq0P1E6W80x8EOcVNP,https://api.spotify.com/v1/tracks/3a1Zmq0P1E6W80x8EOcVNP,https://api.spotify.com/v1/audio-analysis/3a1Zmq0P1E6W80x8EOcVNP,178133,4
Hold It Down,0.63,0.363,5,-8.458,1,0.0354,0.193,0,0.117,0.376,154.763,audio_features,6xNaObGQT8V8OM5OEm6p3G,spotify:track:6xNaObGQT8V8OM5OEm6p3G,https://api.spotify.com/v1/tracks/6xNaObGQT8V8OM5OEm6p3G,https://api.spotify.com/v1/audio-analysis/6xNaObGQT8V8OM5OEm6p3G,196800,4
Maine,0.533,0.24,6,-9.512,1,0.0424,0.729,0,0.223,0.265,175.486,audio_features,3Z2anmIVG8b1GelyeFQdnP,spotify:track:3Z2anmIVG8b1GelyeFQdnP,https://api.spotify.com/v1/tracks/3Z2anmIVG8b1GelyeFQdnP,https://api.spotify.com/v1/audio-analysis/3Z2anmIVG8b1GelyeFQdnP,232618,4
