danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track.name,primary_artist,listener
0.527,0.668,2,-7.652,1,0.0314,0.594,0.809,0.056,0.25,100.994,audio_features,6xjsrtaAdf7CrZ4u3IaZ18,spotify:track:6xjsrtaAdf7CrZ4u3IaZ18,https://api.spotify.com/v1/tracks/6xjsrtaAdf7CrZ4u3IaZ18,https://api.spotify.com/v1/audio-analysis/6xjsrtaAdf7CrZ4u3IaZ18,228039,4,Side by Side,Layup,Lewis
0.664,0.61,7,-6.432,0,0.339,0.145,0,0.097,0.472,76.024,audio_features,4nw0S8MtvcLSpXCS9M8ciL,spotify:track:4nw0S8MtvcLSpXCS9M8ciL,https://api.spotify.com/v1/tracks/4nw0S8MtvcLSpXCS9M8ciL,https://api.spotify.com/v1/audio-analysis/4nw0S8MtvcLSpXCS9M8ciL,284040,4,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),Dreamville,Lewis
0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-6,0.388,0.244,114.066,audio_features,27rdGxbavYJeBphck5MZAF,spotify:track:27rdGxbavYJeBphck5MZAF,https://api.spotify.com/v1/tracks/27rdGxbavYJeBphck5MZAF,https://api.spotify.com/v1/audio-analysis/27rdGxbavYJeBphck5MZAF,217467,4,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,Lewis
0.857,0.676,1,-5.359,1,0.192,0.218,0,0.0592,0.339,103.998,audio_features,3O7lxdQoe1aNWs93VSHsJg,spotify:track:3O7lxdQoe1aNWs93VSHsJg,https://api.spotify.com/v1/tracks/3O7lxdQoe1aNWs93VSHsJg,https://api.spotify.com/v1/audio-analysis/3O7lxdQoe1aNWs93VSHsJg,263127,4,On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),Mustard,Lewis
0.883,0.525,2,-8.054,0,0.0633,0.189,0,0.0971,0.312,99.978,audio_features,2zjGJ0dChMR0KxBZS15aqo,spotify:track:2zjGJ0dChMR0KxBZS15aqo,https://api.spotify.com/v1/tracks/2zjGJ0dChMR0KxBZS15aqo,https://api.spotify.com/v1/audio-analysis/2zjGJ0dChMR0KxBZS15aqo,174100,4,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,Lewis
0.657,0.839,5,-5.62,1,0.311,0.0715,0,0.399,0.525,90.448,audio_features,0jc0dX55DtUJaHRw8rreNd,spotify:track:0jc0dX55DtUJaHRw8rreNd,https://api.spotify.com/v1/tracks/0jc0dX55DtUJaHRw8rreNd,https://api.spotify.com/v1/audio-analysis/0jc0dX55DtUJaHRw8rreNd,198907,4,Giannis (feat. Anderson .Paak),Freddie Gibbs,Lewis
0.62,0.332,9,-10.291,0,0.0367,0.413,6.82e-6,0.17,0.243,125.946,audio_features,6PFyNafV5oe3oR9OQ4qS2b,spotify:track:6PFyNafV5oe3oR9OQ4qS2b,https://api.spotify.com/v1/tracks/6PFyNafV5oe3oR9OQ4qS2b,https://api.spotify.com/v1/audio-analysis/6PFyNafV5oe3oR9OQ4qS2b,217000,4,"No Signs (From ""They Fight"" Original Motion Picture Soundtrack)",ODIE,Lewis
0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-5,0.465,0.657,140.081,audio_features,4ak7xjvBeBOcJGWFDX9w5n,spotify:track:4ak7xjvBeBOcJGWFDX9w5n,https://api.spotify.com/v1/tracks/4ak7xjvBeBOcJGWFDX9w5n,https://api.spotify.com/v1/audio-analysis/4ak7xjvBeBOcJGWFDX9w5n,158707,4,Rodeo,Lil Nas X,Lewis
0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,audio_features,5ry2OE6R2zPQFDO85XkgRb,spotify:track:5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/audio-analysis/5ry2OE6R2zPQFDO85XkgRb,205427,4,Money In The Grave (Drake ft. Rick Ross),Drake,Lewis
0.951,0.401,0,-8.92,0,0.411,0.0185,0,0.149,0.539,129.976,audio_features,1hHe7cirScEJWgAS0JFqTL,spotify:track:1hHe7cirScEJWgAS0JFqTL,https://api.spotify.com/v1/tracks/1hHe7cirScEJWgAS0JFqTL,https://api.spotify.com/v1/audio-analysis/1hHe7cirScEJWgAS0JFqTL,192907,4,7 Am Freestyle,Future,Lewis
0.619,0.87,0,-6.551,0,0.0599,0.0442,0.103,0.316,0.35,83.92,audio_features,7p3XAxYOxflnVHHrotNizM,spotify:track:7p3XAxYOxflnVHHrotNizM,https://api.spotify.com/v1/tracks/7p3XAxYOxflnVHHrotNizM,https://api.spotify.com/v1/audio-analysis/7p3XAxYOxflnVHHrotNizM,96460,4,Big Wheels,Kevin Abstract,Lewis
0.871,0.781,7,-3.963,1,0.263,0.0812,0,0.212,0.729,80.018,audio_features,1hOHLiauos0RROoUxd88mL,spotify:track:1hOHLiauos0RROoUxd88mL,https://api.spotify.com/v1/tracks/1hOHLiauos0RROoUxd88mL,https://api.spotify.com/v1/audio-analysis/1hOHLiauos0RROoUxd88mL,181231,4,Hood Rat Shit,Megan Thee Stallion,Lewis
0.921,0.635,1,-4.904,1,0.416,0.0218,0,0.0946,0.549,130.028,audio_features,2rMAtCaTj16NptyVfEIeAC,spotify:track:2rMAtCaTj16NptyVfEIeAC,https://api.spotify.com/v1/tracks/2rMAtCaTj16NptyVfEIeAC,https://api.spotify.com/v1/audio-analysis/2rMAtCaTj16NptyVfEIeAC,192540,4,Cash Shit (feat. DaBaby),Megan Thee Stallion,Lewis
0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,audio_features,3XKIUb7HzIF1Vu9usunMzc,spotify:track:3XKIUb7HzIF1Vu9usunMzc,https://api.spotify.com/v1/tracks/3XKIUb7HzIF1Vu9usunMzc,https://api.spotify.com/v1/audio-analysis/3XKIUb7HzIF1Vu9usunMzc,261973,4,Maria Maria (feat. The Product G&B),Santana,Lewis
0.876,0.603,5,-9.148,0,0.28,0.0188,0,0.103,0.633,143.043,audio_features,4iIfKs9XOb9D2NJnPctPns,spotify:track:4iIfKs9XOb9D2NJnPctPns,https://api.spotify.com/v1/tracks/4iIfKs9XOb9D2NJnPctPns,https://api.spotify.com/v1/audio-analysis/4iIfKs9XOb9D2NJnPctPns,202680,4,BST,Polo G,Lewis
0.733,0.622,6,-7.689,0,0.14,0.324,0,0.165,0.729,143.934,audio_features,3qOkkP9JLltoUvaLjEXTmW,spotify:track:3qOkkP9JLltoUvaLjEXTmW,https://api.spotify.com/v1/tracks/3qOkkP9JLltoUvaLjEXTmW,https://api.spotify.com/v1/audio-analysis/3qOkkP9JLltoUvaLjEXTmW,169600,4,Gravy Train,Yung Gravy,Lewis
0.444,0.669,3,-6.23,1,0.0432,0.0368,0,0.109,0.0731,137.977,audio_features,1RHuBRoACkLRo2vjGqFCwf,spotify:track:1RHuBRoACkLRo2vjGqFCwf,https://api.spotify.com/v1/tracks/1RHuBRoACkLRo2vjGqFCwf,https://api.spotify.com/v1/audio-analysis/1RHuBRoACkLRo2vjGqFCwf,206756,4,I Like America & America Likes Me,The 1975,Lewis
0.805,0.719,8,-7.643,1,0.324,0.0288,0,0.327,0.906,137.096,audio_features,55jQMevNp7aWtiW5LPlPoa,spotify:track:55jQMevNp7aWtiW5LPlPoa,https://api.spotify.com/v1/tracks/55jQMevNp7aWtiW5LPlPoa,https://api.spotify.com/v1/audio-analysis/55jQMevNp7aWtiW5LPlPoa,135766,4,1997 DIANA,BROCKHAMPTON,Lewis
0.811,0.57,5,-8.093,1,0.129,0.253,0,0.148,0.814,128.066,audio_features,1t4pPnbkOjzoA5RvsDjvUU,spotify:track:1t4pPnbkOjzoA5RvsDjvUU,https://api.spotify.com/v1/tracks/1t4pPnbkOjzoA5RvsDjvUU,https://api.spotify.com/v1/audio-analysis/1t4pPnbkOjzoA5RvsDjvUU,251250,4,1999 WILDFIRE,BROCKHAMPTON,Lewis
0.724,0.6,10,-4.391,0,0.29,0.141,2.18e-4,0.104,0.466,86.984,audio_features,6VS7wKwtvL2FvTupYSWZ9e,spotify:track:6VS7wKwtvL2FvTupYSWZ9e,https://api.spotify.com/v1/tracks/6VS7wKwtvL2FvTupYSWZ9e,https://api.spotify.com/v1/audio-analysis/6VS7wKwtvL2FvTupYSWZ9e,196387,4,Invincible,Aminé,Lewis
0.678,0.509,2,-8.494,0,0.138,0.15,0,0.489,0.351,141.037,audio_features,5sG65w8uKtjsJw7nc845Nc,spotify:track:5sG65w8uKtjsJw7nc845Nc,https://api.spotify.com/v1/tracks/5sG65w8uKtjsJw7nc845Nc,https://api.spotify.com/v1/audio-analysis/5sG65w8uKtjsJw7nc845Nc,126000,4,ZUU,Denzel Curry,Lewis
0.776,0.562,9,-6.901,1,0.363,0.0399,0,0.138,0.521,169.03,audio_features,2QbGvQssb0VLLS4x5NOmyJ,spotify:track:2QbGvQssb0VLLS4x5NOmyJ,https://api.spotify.com/v1/tracks/2QbGvQssb0VLLS4x5NOmyJ,https://api.spotify.com/v1/audio-analysis/2QbGvQssb0VLLS4x5NOmyJ,147867,4,RICKY,Denzel Curry,Lewis
0.655,0.766,5,-6.746,0,0.0736,0.234,0,0.425,0.622,95.017,audio_features,0shSP8DgseLewHgAiMC4UL,spotify:track:0shSP8DgseLewHgAiMC4UL,https://api.spotify.com/v1/tracks/0shSP8DgseLewHgAiMC4UL,https://api.spotify.com/v1/audio-analysis/0shSP8DgseLewHgAiMC4UL,192013,4,WISH FEAT. KIDDO MARV,Denzel Curry,Lewis
0.632,0.792,1,-6.644,1,0.0864,0.0207,0,0.666,0.539,77.542,audio_features,0pA0rcw7ci5X5XHrnBpkdn,spotify:track:0pA0rcw7ci5X5XHrnBpkdn,https://api.spotify.com/v1/tracks/0pA0rcw7ci5X5XHrnBpkdn,https://api.spotify.com/v1/audio-analysis/0pA0rcw7ci5X5XHrnBpkdn,204387,4,BIRDZ FEAT. RICK ROSS,Denzel Curry,Lewis
0.818,0.648,2,-5.899,1,0.0914,0.00488,0,0.077,0.374,140.058,audio_features,2TqfASuL5JRds7bJX01PdZ,spotify:track:2TqfASuL5JRds7bJX01PdZ,https://api.spotify.com/v1/tracks/2TqfASuL5JRds7bJX01PdZ,https://api.spotify.com/v1/audio-analysis/2TqfASuL5JRds7bJX01PdZ,182520,4,AUTOMATIC,Denzel Curry,Lewis
0.925,0.628,6,-7.587,1,0.131,0.0604,0,0.358,0.81,120.021,audio_features,2FTOLKjQUswhpdMFq15Raf,spotify:track:2FTOLKjQUswhpdMFq15Raf,https://api.spotify.com/v1/tracks/2FTOLKjQUswhpdMFq15Raf,https://api.spotify.com/v1/audio-analysis/2FTOLKjQUswhpdMFq15Raf,222533,4,SPEEDBOAT,Denzel Curry,Lewis
0.64,0.615,1,-10.067,1,0.0828,0.0521,0,0.479,0.642,117.074,audio_features,2wFwbyCz96QFLm2L6esbgf,spotify:track:2wFwbyCz96QFLm2L6esbgf,https://api.spotify.com/v1/tracks/2wFwbyCz96QFLm2L6esbgf,https://api.spotify.com/v1/audio-analysis/2wFwbyCz96QFLm2L6esbgf,65640,4,BUSHY B INTERLUDE,Denzel Curry,Lewis
0.682,0.36,6,-14.772,0,0.948,0.93,0,0.292,0.747,72.735,audio_features,3kUV3AVKhoWTNFxdFkCViB,spotify:track:3kUV3AVKhoWTNFxdFkCViB,https://api.spotify.com/v1/tracks/3kUV3AVKhoWTNFxdFkCViB,https://api.spotify.com/v1/audio-analysis/3kUV3AVKhoWTNFxdFkCViB,64493,5,YOO,Denzel Curry,Lewis
0.736,0.671,1,-7.764,1,0.0505,0.00535,0,0.108,0.505,155.131,audio_features,5OO7ybh0GQlXslHX4U4Vgr,spotify:track:5OO7ybh0GQlXslHX4U4Vgr,https://api.spotify.com/v1/tracks/5OO7ybh0GQlXslHX4U4Vgr,https://api.spotify.com/v1/audio-analysis/5OO7ybh0GQlXslHX4U4Vgr,164120,4,CAROLMART FEAT. ICE BILLION BERG,Denzel Curry,Lewis
0.399,0.818,6,-11.361,1,0.459,0.542,0,0.74,0.403,109.412,audio_features,0L1RASB4kWt9VDqJxX4yBF,spotify:track:0L1RASB4kWt9VDqJxX4yBF,https://api.spotify.com/v1/tracks/0L1RASB4kWt9VDqJxX4yBF,https://api.spotify.com/v1/audio-analysis/0L1RASB4kWt9VDqJxX4yBF,49227,3,BLACKLAND 66.6,Denzel Curry,Lewis
0.558,0.864,11,-5.1,1,0.43,0.318,0,0.123,0.474,152.804,audio_features,1b6rmL3VXBgYTbn61kM8wT,spotify:track:1b6rmL3VXBgYTbn61kM8wT,https://api.spotify.com/v1/tracks/1b6rmL3VXBgYTbn61kM8wT,https://api.spotify.com/v1/audio-analysis/1b6rmL3VXBgYTbn61kM8wT,253787,4,Drug Dealers Anonymous,Pusha T,Lewis
0.46,0.697,6,-5.954,0,0.325,0.0186,0,0.362,0.701,153.426,audio_features,6bGwKHXHNLmTy6yt147FPh,spotify:track:6bGwKHXHNLmTy6yt147FPh,https://api.spotify.com/v1/tracks/6bGwKHXHNLmTy6yt147FPh,https://api.spotify.com/v1/audio-analysis/6bGwKHXHNLmTy6yt147FPh,202120,4,If You Know You Know,Pusha T,Lewis
0.694,0.796,5,-3.696,1,0.198,0.0713,0.0163,0.096,0.592,78.033,audio_features,7iEoaTyBCqLaAwJnOP1BTn,spotify:track:7iEoaTyBCqLaAwJnOP1BTn,https://api.spotify.com/v1/tracks/7iEoaTyBCqLaAwJnOP1BTn,https://api.spotify.com/v1/audio-analysis/7iEoaTyBCqLaAwJnOP1BTn,166120,4,The Games We Play,Pusha T,Lewis
0.582,0.778,4,-3.776,0,0.178,0.0347,0,0.21,0.205,82.193,audio_features,3HgA5R5alihocnOYE9ihpS,spotify:track:3HgA5R5alihocnOYE9ihpS,https://api.spotify.com/v1/tracks/3HgA5R5alihocnOYE9ihpS,https://api.spotify.com/v1/audio-analysis/3HgA5R5alihocnOYE9ihpS,195733,4,Hard Piano,Pusha T,Lewis
0.874,0.485,0,-3.026,1,0.171,0.0487,0,0.299,0.322,92.001,audio_features,2BuBXn15gj4MNYZydyWgrk,spotify:track:2BuBXn15gj4MNYZydyWgrk,https://api.spotify.com/v1/tracks/2BuBXn15gj4MNYZydyWgrk,https://api.spotify.com/v1/audio-analysis/2BuBXn15gj4MNYZydyWgrk,206707,4,Come Back Baby,Pusha T,Lewis
0.621,0.678,8,-4.104,1,0.197,0.142,0,0.098,0.0883,88.677,audio_features,4LKSaRoKNnlpKXTT663BrT,spotify:track:4LKSaRoKNnlpKXTT663BrT,https://api.spotify.com/v1/tracks/4LKSaRoKNnlpKXTT663BrT,https://api.spotify.com/v1/audio-analysis/4LKSaRoKNnlpKXTT663BrT,176027,4,Santeria,Pusha T,Lewis
0.678,0.636,1,-3.155,1,0.0782,0.0064,8.38e-6,0.177,0.0636,83.071,audio_features,5vnuJ8EopkP5dHukpOmT3L,spotify:track:5vnuJ8EopkP5dHukpOmT3L,https://api.spotify.com/v1/tracks/5vnuJ8EopkP5dHukpOmT3L,https://api.spotify.com/v1/audio-analysis/5vnuJ8EopkP5dHukpOmT3L,153267,4,What Would Meek Do?,Pusha T,Lewis
0.674,0.578,10,-8.768,0,0.298,0.0518,0.0055,0.72,0.163,112.265,audio_features,6cpsixIHI63L0hwh3CwZg3,spotify:track:6cpsixIHI63L0hwh3CwZg3,https://api.spotify.com/v1/tracks/6cpsixIHI63L0hwh3CwZg3,https://api.spotify.com/v1/audio-analysis/6cpsixIHI63L0hwh3CwZg3,170240,5,Infrared,Pusha T,Lewis
0.555,0.746,0,-6.396,0,0.371,0.0453,0,0.19,0.449,80.381,audio_features,5YgDRYwEHb29C85ZMjePUE,spotify:track:5YgDRYwEHb29C85ZMjePUE,https://api.spotify.com/v1/tracks/5YgDRYwEHb29C85ZMjePUE,https://api.spotify.com/v1/audio-analysis/5YgDRYwEHb29C85ZMjePUE,224280,5,"Desperado (feat. Meechy Darko, Zombie Juice & Kirk Knight)",Beast Coast,Lewis
0.755,0.833,4,-6.207,0,0.137,0.105,0,0.127,0.182,115.05,audio_features,6djv8v0u9fEIErhzwpBoC2,spotify:track:6djv8v0u9fEIErhzwpBoC2,https://api.spotify.com/v1/tracks/6djv8v0u9fEIErhzwpBoC2,https://api.spotify.com/v1/audio-analysis/6djv8v0u9fEIErhzwpBoC2,175587,4,"Puke (feat. Nyck Caution, Erick The Architect, Meechy Darko & AKTHESAVIOR)",Beast Coast,Lewis
0.918,0.837,1,-6.792,1,0.255,0.234,0,0.227,0.855,120.017,audio_features,36TO60sxDduIsO3xH8IcUh,spotify:track:36TO60sxDduIsO3xH8IcUh,https://api.spotify.com/v1/tracks/36TO60sxDduIsO3xH8IcUh,https://api.spotify.com/v1/audio-analysis/36TO60sxDduIsO3xH8IcUh,236000,4,Isis,Joyner Lucas,Lewis
0.694,0.625,1,-6.599,1,0.0563,0.011,0,0.104,0.265,121.793,audio_features,0q3C21uLnMbPVBlO0vaPhi,spotify:track:0q3C21uLnMbPVBlO0vaPhi,https://api.spotify.com/v1/tracks/0q3C21uLnMbPVBlO0vaPhi,https://api.spotify.com/v1/audio-analysis/0q3C21uLnMbPVBlO0vaPhi,223320,4,"Left Hand (feat. The Underachievers, Kirk Knight, Nyck Caution & CJ Fly)",Beast Coast,Lewis
0.712,0.843,8,-6.569,1,0.0771,1.9e-4,0.00675,0.828,0.381,122.024,audio_features,6VCiop8l5OWssezYim0cp7,spotify:track:6VCiop8l5OWssezYim0cp7,https://api.spotify.com/v1/tracks/6VCiop8l5OWssezYim0cp7,https://api.spotify.com/v1/audio-analysis/6VCiop8l5OWssezYim0cp7,152119,4,Sour Grapes ($UICIDEBOY$ X TRAVIS BARKER),$uicideboy$,Lewis
0.796,0.586,4,-6.946,0,0.147,0.0247,0,0.132,0.179,97.981,audio_features,7DcvwMAiqKJQD1rrdfxSDx,spotify:track:7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/tracks/7DcvwMAiqKJQD1rrdfxSDx,https://api.spotify.com/v1/audio-analysis/7DcvwMAiqKJQD1rrdfxSDx,200107,4,The London (feat. J. Cole & Travis Scott),Young Thug,Lewis
0.389,0.563,7,-8.855,0,0.39,0.217,8.5e-5,0.139,0.169,161.155,audio_features,228UGKVMN5uLgmMSi5edOZ,spotify:track:228UGKVMN5uLgmMSi5edOZ,https://api.spotify.com/v1/tracks/228UGKVMN5uLgmMSi5edOZ,https://api.spotify.com/v1/audio-analysis/228UGKVMN5uLgmMSi5edOZ,242867,4,Heatwave (feat. 6LACK),Mereba,Lewis
0.621,0.73,5,-5.414,0,0.107,0.0967,1.31e-4,0.673,0.464,139.566,audio_features,0fv2KH6hac06J86hBUTcSf,spotify:track:0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/tracks/0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/audio-analysis/0fv2KH6hac06J86hBUTcSf,195320,4,NEW MAGIC WAND,"Tyler, The Creator",Lewis
0.417,0.689,2,-8.302,0,0.178,0.575,0,0.496,0.505,79.568,audio_features,1nXZnTALNXiPlvXotqHm66,spotify:track:1nXZnTALNXiPlvXotqHm66,https://api.spotify.com/v1/tracks/1nXZnTALNXiPlvXotqHm66,https://api.spotify.com/v1/audio-analysis/1nXZnTALNXiPlvXotqHm66,210253,4,A BOY IS A GUN*,"Tyler, The Creator",Lewis
0.508,0.557,8,-8.967,0,0.0478,0.00235,0.0134,0.588,0.199,77.572,audio_features,0wEC0GNF74lAqrEFZJMl1m,spotify:track:0wEC0GNF74lAqrEFZJMl1m,https://api.spotify.com/v1/tracks/0wEC0GNF74lAqrEFZJMl1m,https://api.spotify.com/v1/audio-analysis/0wEC0GNF74lAqrEFZJMl1m,179013,4,PUPPET,"Tyler, The Creator",Lewis
0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,audio_features,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,https://api.spotify.com/v1/tracks/51RN0kzWd7xeR4th5HsEtW,https://api.spotify.com/v1/audio-analysis/51RN0kzWd7xeR4th5HsEtW,200693,4,IGOR'S THEME,"Tyler, The Creator",Lewis
0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-6,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067,4,EARFQUAKE,"Tyler, The Creator",Lewis
0.826,0.579,8,-8.241,0,0.0801,0.00881,0,0.129,0.431,121.075,audio_features,4f8Mh5wuWHOsfXtzjrJB3t,spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,https://api.spotify.com/v1/tracks/4f8Mh5wuWHOsfXtzjrJB3t,https://api.spotify.com/v1/audio-analysis/4f8Mh5wuWHOsfXtzjrJB3t,212013,4,I THINK,"Tyler, The Creator",Lewis
0,0.478,11,-16.569,0,0,0.927,0,0.335,0,0,audio_features,5e4LIAQI0bClLazNf2gZV0,spotify:track:5e4LIAQI0bClLazNf2gZV0,https://api.spotify.com/v1/tracks/5e4LIAQI0bClLazNf2gZV0,https://api.spotify.com/v1/audio-analysis/5e4LIAQI0bClLazNf2gZV0,14627,0,EXACTLY WHAT YOU RUN FROM YOU END UP CHASING,"Tyler, The Creator",Lewis
0.36,0.391,6,-10.6,1,0.0528,0.296,4.06e-4,0.129,0.162,84.281,audio_features,5QvBXUm5MglLJ3iBfTX2Wo,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/tracks/5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/audio-analysis/5QvBXUm5MglLJ3iBfTX2Wo,177227,4,RUNNING OUT OF TIME,"Tyler, The Creator",Lewis
0.458,0.909,1,-6.553,1,0.487,0.0567,4.26e-6,0.11,0.449,118.227,audio_features,6bOkaEXc5CopinGazSLokx,spotify:track:6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/tracks/6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/audio-analysis/6bOkaEXc5CopinGazSLokx,205627,4,WHAT'S GOOD,"Tyler, The Creator",Lewis
0.638,0.522,8,-9.814,1,0.0932,0.352,0.0663,0.165,0.584,142.952,audio_features,5A0M6B0RBSXSNWv0wcppZ9,spotify:track:5A0M6B0RBSXSNWv0wcppZ9,https://api.spotify.com/v1/tracks/5A0M6B0RBSXSNWv0wcppZ9,https://api.spotify.com/v1/audio-analysis/5A0M6B0RBSXSNWv0wcppZ9,161200,4,I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",Lewis
0.216,0.497,10,-8.025,1,0.0371,0.128,2.39e-6,0.111,0.313,187.308,audio_features,5TxRUOsGeWeRl3xOML59Ai,spotify:track:5TxRUOsGeWeRl3xOML59Ai,https://api.spotify.com/v1/tracks/5TxRUOsGeWeRl3xOML59Ai,https://api.spotify.com/v1/audio-analysis/5TxRUOsGeWeRl3xOML59Ai,265480,3,ARE WE STILL FRIENDS?,"Tyler, The Creator",Lewis
0.762,0.537,1,-5.573,1,0.0501,0.00351,0.00215,0.0908,0.364,121.995,audio_features,5GC39eRKcLeYTS3jMIAJOj,spotify:track:5GC39eRKcLeYTS3jMIAJOj,https://api.spotify.com/v1/tracks/5GC39eRKcLeYTS3jMIAJOj,https://api.spotify.com/v1/audio-analysis/5GC39eRKcLeYTS3jMIAJOj,169180,4,Equalizer,Denzel Curry,Lewis
0.665,0.827,1,-5.597,1,0.147,0.13,0,0.351,0.12,143.026,audio_features,4DgImhJ5lY30bQdY6zVsb4,spotify:track:4DgImhJ5lY30bQdY6zVsb4,https://api.spotify.com/v1/tracks/4DgImhJ5lY30bQdY6zVsb4,https://api.spotify.com/v1/audio-analysis/4DgImhJ5lY30bQdY6zVsb4,201399,4,Bloodshed,Denzel Curry,Lewis
0.42,0.33,9,-13.925,1,0.0275,0.245,6.79e-4,0.0677,0.175,157.143,audio_features,1LzNfuep1bnAUR9skqdHCK,spotify:track:1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/tracks/1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/audio-analysis/1LzNfuep1bnAUR9skqdHCK,295600,3,Fade Into You,Mazzy Star,Lewis
0.551,0.725,1,-7.619,0,0.189,0.194,0,0.0956,0.692,99.919,audio_features,5mexbTuWx9d8DPZk4sDGF4,spotify:track:5mexbTuWx9d8DPZk4sDGF4,https://api.spotify.com/v1/tracks/5mexbTuWx9d8DPZk4sDGF4,https://api.spotify.com/v1/audio-analysis/5mexbTuWx9d8DPZk4sDGF4,210960,4,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],Denzel Curry,Lewis
0.776,0.562,9,-6.901,1,0.363,0.0399,0,0.138,0.521,169.03,audio_features,7K0iidDYDudSm9BoSt901M,spotify:track:7K0iidDYDudSm9BoSt901M,https://api.spotify.com/v1/tracks/7K0iidDYDudSm9BoSt901M,https://api.spotify.com/v1/audio-analysis/7K0iidDYDudSm9BoSt901M,147867,4,RICKY,Denzel Curry,Lewis
0.794,0.448,10,-4.771,0,0.053900000000000003,0.591,0,0.109,0.588,120.055,audio_features,2LNMhZ3YijTO7USmqjgJfG,spotify:track:2LNMhZ3YijTO7USmqjgJfG,https://api.spotify.com/v1/tracks/2LNMhZ3YijTO7USmqjgJfG,https://api.spotify.com/v1/audio-analysis/2LNMhZ3YijTO7USmqjgJfG,231333,4,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,Lewis
0.785,0.878,8,-5.062,1,0.182,0.171,0,0.203,0.483,124.012,audio_features,5yplT3WzriMaDp31SsI0Uc,spotify:track:5yplT3WzriMaDp31SsI0Uc,https://api.spotify.com/v1/tracks/5yplT3WzriMaDp31SsI0Uc,https://api.spotify.com/v1/audio-analysis/5yplT3WzriMaDp31SsI0Uc,95806,4,Hate Government,Denzel Curry,Lewis
0.781,0.501,8,-5.854,1,0.3,0.0844,0,0.0891,0.22,93.987,audio_features,7gPHxxAq4YjK7GoLT3Vch3,spotify:track:7gPHxxAq4YjK7GoLT3Vch3,https://api.spotify.com/v1/tracks/7gPHxxAq4YjK7GoLT3Vch3,https://api.spotify.com/v1/audio-analysis/7gPHxxAq4YjK7GoLT3Vch3,171000,4,Lies (feat. Ty Dolla $ign & YG),ScHoolboy Q,Lewis
0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,audio_features,2gwkD6igEhQbDQegRCcdoB,spotify:track:2gwkD6igEhQbDQegRCcdoB,https://api.spotify.com/v1/tracks/2gwkD6igEhQbDQegRCcdoB,https://api.spotify.com/v1/audio-analysis/2gwkD6igEhQbDQegRCcdoB,163320,4,Suge,DaBaby,Lewis
0.729,0.603,6,-6.736,0,0.0666,0.0948,0,0.113,0.207,134.972,audio_features,3XiNC94b4Tq1xwv70sQJGN,spotify:track:3XiNC94b4Tq1xwv70sQJGN,https://api.spotify.com/v1/tracks/3XiNC94b4Tq1xwv70sQJGN,https://api.spotify.com/v1/audio-analysis/3XiNC94b4Tq1xwv70sQJGN,243976,4,Sanguine Paradise,Lil Uzi Vert,Lewis
